Date,Country_Region,positive,active,hospitalized,hospitalizedCurr,recovered,death,total_tested,daily_tested,daily_positive
2020-04-07,Latvia,577,559,NA,NA,16,2,24036,1461,29
2020-04-07,Lithuania,880,857,NA,NA,8,15,30108,2301,37
2020-04-07,New Zealand,1210,927,NA,12,282,1,50522,4834,50
2020-04-07,Poland,4848,4528,NA,NA,191,129,92215,6748,435
2020-04-07,Russia,7497,6945,NA,NA,494,58,795523,37122,1154
2020-04-07,Serbia,2447,2208,NA,1394,178,61,9644,1074,247
2020-04-07,Singapore,1481,1098,NA,627,377,6,72680,2590,65
2020-04-07,Slovakia,682,664,NA,NA,16,2,19660,2042,101
2020-04-07,South Korea,10384,3408,NA,NA,6776,200,486003,8699,53
2020-04-07,Turkey,34109,31802,NA,NA,1582,725,222868,20023,3892
2020-04-08,Armenia,921,773,NA,773,138,10,5820,371,40
2020-04-08,Bangladesh,218,165,NA,NA,33,20,5194,905,54
2020-04-08,Belgium,28228,5616,9894,NA,5164,3391,88021,5193,1583
2020-04-08,Estonia,1205,1098,NA,NA,83,24,26394,1605,23
2020-04-08,Greece,1884,1532,NA,NA,269,83,32528,3944,52
2020-04-08,Italy,139422,95262,NA,32178,26491,17669,807125,51680,3836
2020-04-08,Latvia,589,571,NA,NA,16,2,25458,1422,12
2020-04-08,Lithuania,912,889,NA,NA,8,15,32809,2701,32
2020-04-08,New Zealand,1239,921,NA,14,317,1,54227,3705,29
2020-04-08,Poland,5205,4825,NA,NA,222,158,99284,7069,357
2020-04-08,Russia,8672,8029,NA,NA,580,63,910221,114698,1175
2020-04-08,Serbia,2666,2423,NA,1705,178,65,10779,1135,219
2020-04-08,Slovakia,701,683,NA,NA,16,2,21331,1671,19
2020-04-08,South Korea,10423,3246,NA,NA,6973,204,494711,8708,39
2020-04-08,Turkey,38226,35568,NA,NA,1846,812,247768,24900,4117
2020-04-08,Ukraine,1668,1581,NA,NA,35,52,18212,1409,206
2020-04-09,Armenia,937,777,NA,777,149,11,6080,260,16
2020-04-09,Bangladesh,330,276,NA,NA,33,21,6175,981,112
2020-04-09,Belgium,30449,5636,10356,NA,5568,3664,93226,5205,2221
2020-04-09,Estonia,1256,1139,NA,NA,93,24,27860,1466,51
2020-04-09,Greece,1955,1600,NA,NA,269,86,33634,1106,71
2020-04-09,Italy,143626,96877,NA,32004,28470,18279,853369,46244,4204
2020-04-09,Latvia,612,594,NA,NA,16,2,26656,1198,23
2020-04-09,Lithuania,955,931,NA,NA,8,16,36051,3242,43
2020-04-09,New Zealand,1283,908,NA,16,373,2,58015,3788,44
2020-04-09,Poland,5575,5117,NA,NA,284,174,107597,8313,370
2020-04-09,Russia,10131,9357,NA,NA,698,76,1004719,94498,1459
2020-04-09,Serbia,2867,2623,NA,1907,178,66,12347,1568,201
2020-04-09,Slovakia,715,690,NA,NA,23,2,23672,2341,14
2020-04-09,South Korea,10450,3125,NA,NA,7117,208,503051,8340,27
2020-04-09,Turkey,42282,39232,NA,NA,2142,908,276338,28570,4056
2020-04-09,Ukraine,1892,1790,NA,NA,45,57,20608,2396,224
2020-04-10,Armenia,967,781,NA,781,173,13,6483,403,30
2020-04-10,Bangladesh,424,364,NA,NA,33,27,7359,1184,94
2020-04-10,Belgium,32770,5663,10777,NA,5986,3984,98978,5752,2321
2020-04-10,Estonia,1301,1184,NA,NA,93,24,29430,1570,45
2020-04-10,Greece,2009,1650,NA,NA,269,90,35432,1798,54
2020-04-10,Italy,147577,98273,NA,31739,30455,18849,906864,53495,3951
2020-04-10,Latvia,630,611,NA,NA,16,3,27796,1140,18
2020-04-10,Lithuania,999,923,NA,NA,54,22,38472,2421,44
2020-04-10,New Zealand,1312,886,NA,15,422,4,59731,1716,29
2020-04-10,Poland,5955,5456,NA,NA,318,181,118295,10698,380
2020-04-10,Russia,11917,11028,NA,NA,795,94,1092811,88092,1786
2020-04-10,Serbia,3105,2834,NA,2107,200,71,14240,1893,238
2020-04-10,Slovakia,728,703,NA,NA,23,2,25846,2174,13
2020-04-10,South Korea,10480,3026,NA,NA,7243,211,510479,7428,30
2020-04-10,Turkey,47029,43600,NA,NA,2423,1006,307210,30872,4747
2020-04-10,Ukraine,2203,2073,NA,NA,61,69,23522,2914,311
2020-04-11,Armenia,1013,803,NA,803,197,13,7163,680,46
2020-04-11,Bangladesh,482,416,NA,NA,36,30,8313,954,58
2020-04-11,Belgium,33793,5437,11170,NA,6468,4274,104915,5937,1023
2020-04-11,Estonia,1306,1183,NA,NA,98,25,30325,895,5
2020-04-11,Greece,2081,1719,NA,NA,269,93,37344,1912,72
2020-04-11,Italy,152271,100269,NA,31525,32534,19468,963473,56609,4694
2020-04-11,Latvia,651,630,NA,NA,16,5,28214,418,21
2020-04-11,Lithuania,1026,949,NA,NA,54,23,40712,2240,27
2020-04-11,New Zealand,1330,855,NA,14,471,4,61525,1794,18
2020-04-11,Poland,6356,5773,NA,NA,375,208,129560,11265,401
2020-04-11,Russia,13584,12433,NA,NA,1045,106,1184442,91631,1667
2020-04-11,Serbia,3380,3106,NA,2436,200,74,16399,2159,275
2020-04-11,Slovakia,742,717,NA,NA,23,2,27426,1580,14
2020-04-11,South Korea,10512,2930,NA,NA,7368,214,514621,4142,32
2020-04-11,Turkey,52167,48101,NA,NA,2965,1101,340380,33170,5138
2020-04-11,Ukraine,2511,2359,NA,NA,79,73,26577,3055,308
2020-04-12,Armenia,1039,814,NA,814,211,14,7630,467,26
2020-04-12,Bangladesh,621,548,NA,NA,39,34,9653,1340,139
2020-04-12,Belgium,34310,5441,11440,NA,6707,4618,110505,5590,517
2020-04-12,Estonia,1325,1195,NA,NA,102,28,30734,409,19
2020-04-12,Greece,2114,1747,NA,NA,269,98,42261,4917,33
2020-04-12,Italy,156363,102253,NA,31190,34211,19899,1010193,46720,4092
2020-04-12,Latvia,655,634,NA,NA,16,5,28776,562,4
2020-04-12,Lithuania,1053,933,NA,NA,97,23,41503,791,27
2020-04-12,New Zealand,1349,798,NA,15,546,5,62875,1350,19
2020-04-12,Poland,6674,6003,NA,NA,439,232,138007,8447,318
2020-04-12,Russia,15770,14349,NA,NA,1291,130,1278747,94305,2186
2020-04-12,Serbia,3630,3150,NA,2684,400,80,18312,1913,250
2020-04-12,Slovakia,769,660,NA,NA,107,2,28750,1324,27
2020-04-12,South Korea,10537,2873,NA,NA,7447,217,518743,4122,25
2020-04-12,Turkey,56956,52312,NA,NA,3446,1198,376100,35720,4789
2020-04-12,Ukraine,2777,2605,NA,NA,89,83,30314,3737,266
2020-04-13,Armenia,1067,786,NA,786,265,16,8315,685,28
2020-04-13,Bangladesh,803,722,NA,NA,42,39,11223,1570,182
2020-04-13,Belgium,34842,5554,11682,NA,6868,4901,115727,5222,532
2020-04-13,Estonia,1369,1223,NA,NA,115,31,32242,1508,44
2020-04-13,Greece,2145,1777,NA,NA,269,99,43431,1170,31
2020-04-13,Italy,159516,103616,NA,31283,35435,20465,1046910,36717,3153
2020-04-13,Latvia,657,636,NA,NA,16,5,29018,242,2
2020-04-13,Lithuania,1062,937,NA,NA,101,24,42690,1187,9
2020-04-13,New Zealand,1366,729,NA,15,628,9,64357,1482,17
2020-04-13,Poland,6934,6202,NA,NA,487,245,143630,5623,260
2020-04-13,Russia,18328,16710,NA,NA,1470,148,1359993,81246,2558
2020-04-13,Serbia,4054,3569,NA,2890,400,85,20958,2646,424
2020-04-13,Slovakia,835,720,NA,NA,113,2,30052,1302,66
2020-04-13,South Korea,10564,2808,NA,NA,7534,222,527438,8695,27
2020-04-13,Turkey,61049,55796,NA,NA,3957,1296,410556,34456,4093
2020-04-13,Ukraine,3102,2912,NA,NA,97,93,32496,2182,325
2020-04-14,Armenia,1111,797,NA,797,297,17,9094,779,44
2020-04-14,Bangladesh,1012,924,NA,NA,42,46,13128,1905,209
2020-04-14,Belgium,36403,5532,11932,NA,7107,5178,121399,5672,1561
2020-04-14,Estonia,1398,1246,NA,NA,117,35,33948,1706,29
2020-04-14,Greece,2170,1800,NA,NA,269,101,45798,2367,25
2020-04-14,Italy,162488,104291,NA,31197,37130,21067,1073689,26779,2972
2020-04-14,Latvia,666,645,NA,NA,16,5,29896,878,9
2020-04-14,Lithuania,1070,940,NA,NA,101,29,44677,1987,8
2020-04-14,New Zealand,1386,649,NA,13,728,9,67480,3123,20
2020-04-14,Poland,7202,6321,NA,NA,618,263,148321,4691,268
2020-04-14,Russia,21102,19238,NA,NA,1694,170,1426014,66021,2774
2020-04-14,Serbia,4465,3971,NA,3006,400,94,23398,2440,411
2020-04-14,Singapore,3252,2631,NA,1315,611,10,94796,3159,253
2020-04-14,Slovakia,863,710,NA,NA,151,2,31491,1439,28
2020-04-14,South Korea,10591,2750,NA,NA,7616,225,534552,7114,27
2020-04-14,Turkey,65111,58909,NA,NA,4799,1403,443626,33070,4062
2020-04-14,Ukraine,3372,3155,NA,NA,119,98,35153,2657,270
2020-04-15,Armenia,1159,783,NA,783,358,18,9631,537,48
2020-04-15,Bangladesh,1231,1132,NA,NA,49,50,14868,1740,219
2020-04-15,Belgium,38022,5331,12242,NA,7562,5453,128627,7228,1619
2020-04-15,Estonia,1432,1263,NA,NA,133,36,35997,2049,34
2020-04-15,Greece,2192,1821,NA,NA,269,102,47389,1591,22
2020-04-15,Italy,165155,105418,NA,30722,38092,21645,1117404,43715,2667
2020-04-15,Latvia,675,654,NA,NA,16,5,31302,1406,9
2020-04-15,Lithuania,1091,924,NA,NA,138,30,48537,3860,21
2020-04-15,New Zealand,1401,622,NA,12,770,9,71501,4021,15
2020-04-15,Poland,7582,6628,NA,NA,668,286,156493,8172,380
2020-04-15,Russia,24490,22306,NA,NA,1986,198,1517992,91978,3388
2020-04-15,Serbia,4873,4374,NA,3245,400,99,26278,2880,408
2020-04-15,Slovakia,977,802,NA,NA,167,8,34458,2967,114
2020-04-15,South Korea,10613,2627,NA,NA,7757,229,538775,4223,22
2020-04-15,Turkey,69392,62200,NA,NA,5674,1518,477716,34090,4281
2020-04-15,Ukraine,3764,3513,NA,NA,143,108,39084,3931,392
2020-04-16,Armenia,1201,780,NA,780,402,19,10792,1161,42
2020-04-16,Bangladesh,1572,1463,NA,NA,49,60,17003,2135,341
2020-04-16,Belgium,39680,5181,12562,NA,7961,5707,135625,6998,1658
2020-04-16,Costa Rica,642,564,NA,16,74,4,9396,307,16
2020-04-16,Estonia,1457,1274,NA,NA,145,38,37569,1572,25
2020-04-16,Greece,2207,1833,NA,NA,269,105,49390,2001,15
2020-04-16,Italy,168941,106607,NA,29829,40164,22170,1178403,60999,3786
2020-04-16,Latvia,682,589,NA,NA,88,5,32837,1535,7
2020-04-16,Lithuania,1128,919,NA,NA,178,32,53101,4564,37
2020-04-16,New Zealand,1409,582,NA,14,816,11,75897,4396,8
2020-04-16,Poland,7918,6830,NA,NA,774,314,169071,12578,336
2020-04-16,Russia,27938,25402,NA,NA,2304,232,1613413,95421,3448
2020-04-16,Serbia,5318,4772,NA,3511,443,103,29472,3194,445
2020-04-16,Slovakia,1049,865,NA,NA,175,9,37809,3351,72
2020-04-16,South Korea,10635,2576,NA,NA,7829,230,546463,7688,22
2020-04-16,Turkey,74193,65461,NA,NA,7089,1643,518143,40427,4801
2020-04-16,Ukraine,4161,3859,NA,NA,186,116,42823,3739,397
2020-04-17,Armenia,1248,705,NA,705,523,20,11795,1003,47
2020-04-17,Bangladesh,1838,1705,NA,NA,58,75,19193,2190,266
2020-04-17,Belgium,41059,5088,12865,NA,8348,5909,143684,8059,1379
2020-04-17,Costa Rica,649,557,NA,15,88,4,9752,356,7
2020-04-17,Estonia,1510,1310,NA,NA,162,38,39579,2010,53
2020-04-17,Greece,2224,1847,NA,NA,269,108,51645,2255,17
2020-04-17,Italy,172434,106962,NA,28598,42727,22745,1244108,65705,3493
2020-04-17,Latvia,712,619,NA,NA,88,5,34697,1860,30
2020-04-17,Lithuania,1149,907,NA,NA,210,33,58816,5715,21
2020-04-17,New Zealand,1422,544,NA,20,867,11,80747,4850,13
2020-04-17,Poland,8379,7181,NA,NA,866,332,179654,10583,461
2020-04-17,Russia,32008,29145,NA,NA,2590,273,1718019,104606,4070
2020-04-17,Serbia,5690,5046,NA,3765,534,110,32566,3094,372
2020-04-17,Slovakia,1089,865,NA,NA,213,11,40953,3144,40
2020-04-17,South Korea,10653,2484,NA,NA,7937,232,554834,8371,18
2020-04-17,Turkey,78546,68146,NA,NA,8631,1769,558413,40270,4353
2020-04-17,Ukraine,4662,4291,NA,NA,246,125,47096,4273,501
2020-04-18,Armenia,1291,726,NA,726,545,20,12679,884,43
2020-04-18,Bangladesh,2144,1994,NA,NA,66,84,21307,2114,306
2020-04-18,Belgium,41760,4892,13130,NA,8757,6120,151708,8024,701
2020-04-18,Costa Rica,655,554,NA,16,97,4,10138,386,6
2020-04-18,Estonia,1526,1322,NA,NA,164,40,40301,722,16
2020-04-18,Greece,2235,1856,NA,NA,269,110,53290,1645,11
2020-04-18,Italy,175925,107771,NA,27740,44927,23227,1305833,61725,3491
2020-04-18,Latvia,727,634,NA,NA,88,5,35881,1184,15
2020-04-18,Lithuania,1239,978,NA,NA,228,33,64035,5219,90
2020-04-18,New Zealand,1431,507,NA,18,912,12,83953,3206,9
2020-04-18,Poland,8742,7414,NA,NA,981,347,192960,13306,363
2020-04-18,Russia,36793,33423,NA,NA,3057,313,1831892,113873,4785
2020-04-18,Serbia,5994,5240,NA,3853,637,117,36028,3462,304
2020-04-18,Slovakia,1161,920,NA,NA,229,12,44276,3323,72
2020-04-18,South Korea,10661,2385,NA,NA,8042,234,559109,4275,8
2020-04-18,Turkey,82329,69986,NA,NA,10453,1890,598933,40520,3783
2020-04-18,Ukraine,5106,4698,NA,NA,275,133,52534,5438,444
2020-04-19,Armenia,1339,737,NA,737,580,22,13372,693,48
2020-04-19,Bangladesh,2456,2290,NA,NA,75,91,23941,2634,312
2020-04-19,Belgium,42208,4940,13362,NA,8895,6334,157395,5687,448
2020-04-19,Costa Rica,660,544,NA,15,112,4,10417,279,5
2020-04-19,Estonia,1533,1328,NA,NA,165,40,40900,599,7
2020-04-19,Italy,178972,108257,NA,27668,47055,23660,1356541,50708,3047
2020-04-19,Latvia,739,646,NA,NA,88,5,36668,787,12
2020-04-19,Lithuania,1298,1019,NA,NA,242,37,66352,2317,59
2020-04-19,New Zealand,1440,454,NA,14,974,12,86259,2306,9
2020-04-19,Poland,9224,7824,NA,NA,1040,360,204246,11286,482
2020-04-19,Russia,42853,39201,NA,NA,3291,361,1949813,117921,6060
2020-04-19,Serbia,6318,5443,NA,3900,753,122,38701,2673,324
2020-04-19,Slovakia,1173,909,NA,NA,251,13,46734,2458,12
2020-04-19,South Korea,10674,2324,NA,NA,8114,236,563035,3926,13
2020-04-19,Turkey,86306,72313,NA,NA,11976,2017,634277,35344,3977
2020-04-19,Ukraine,5449,4961,NA,NA,347,141,57111,4577,343
2020-04-20,Armenia,1401,768,NA,768,609,24,13928,556,62
2020-04-20,Bangladesh,2948,2762,NA,NA,85,101,26604,2663,492
2020-04-20,Belgium,43473,4996,13534,NA,9001,6533,166209,8814,1265
2020-04-20,Costa Rica,662,532,NA,13,124,6,10879,462,2
2020-04-20,Estonia,1550,1338,NA,NA,169,43,42189,1289,17
2020-04-20,Italy,181228,108237,NA,27479,48877,24114,1398024,41483,2256
2020-04-20,Latvia,748,606,NA,NA,133,9,37972,1304,9
2020-04-20,Lithuania,1326,1047,NA,NA,242,37,70753,4401,28
2020-04-20,New Zealand,1445,426,NA,12,1006,13,91991,5732,5
2020-04-20,Poland,9530,8017,NA,NA,1133,380,214236,9990,306
2020-04-20,Russia,47121,43270,NA,NA,3446,405,2053319,103506,4268
2020-04-20,Serbia,6630,5635,NA,3703,870,125,41812,3111,312
2020-04-20,Singapore,8014,7202,NA,3420,801,11,121774,4496,793
2020-04-20,Slovakia,1199,927,NA,NA,258,14,49428,2694,26
2020-04-20,South Korea,10683,2233,NA,NA,8213,237,571014,7979,9
2020-04-20,Turkey,90980,75410,NA,NA,13430,2140,673980,39703,4674
2020-04-20,Ukraine,5710,5200,NA,NA,359,151,58093,982,261
2020-04-21,Armenia,1473,816,NA,816,633,24,14966,1038,72
2020-04-21,Bangladesh,3382,3185,NA,NA,87,110,29578,2974,434
2020-04-21,Belgium,44730,4765,13797,NA,9433,6735,173505,7296,1257
2020-04-21,Costa Rica,669,513,NA,11,150,6,11387,508,7
2020-04-21,Estonia,1557,1329,NA,NA,184,44,43609,1420,7
2020-04-21,Greece,2401,2011,NA,NA,269,121,55666,1322,156
2020-04-21,Italy,183957,107709,NA,26605,51600,24648,1450150,52126,2729
2020-04-21,Latvia,761,617,NA,NA,133,11,39336,1364,13
2020-04-21,Lithuania,1350,1014,NA,NA,298,38,76793,6040,24
2020-04-21,New Zealand,1451,401,NA,11,1036,14,99115,7124,6
2020-04-21,Poland,9793,8096,NA,NA,1297,400,224355,10119,263
2020-04-21,Russia,52763,48434,NA,NA,3873,456,2142604,89285,5642
2020-04-21,Serbia,6890,5788,NA,3660,977,125,45355,3543,260
2020-04-21,Slovakia,1244,946,NA,NA,284,14,52649,3221,45
2020-04-21,South Korea,10694,2179,NA,NA,8277,238,577959,6945,11
2020-04-21,Turkey,95591,78414,NA,NA,14918,2259,713409,39429,4611
2020-04-21,Ukraine,6125,5597,NA,NA,367,161,61997,3904,415
2020-04-22,Armenia,1523,840,NA,840,659,24,15860,894,50
2020-04-22,Bangladesh,3772,3560,NA,NA,92,120,32630,3052,390
2020-04-22,Belgium,45498,4527,14008,NA,9800,6926,185966,12461,768
2020-04-22,Costa Rica,681,495,NA,11,180,6,11776,389,12
2020-04-22,Estonia,1589,1352,NA,NA,192,45,45154,1545,32
2020-04-22,Greece,2408,2018,NA,NA,269,121,56992,1326,7
2020-04-22,Italy,187327,107699,NA,26189,54543,25085,1513251,63101,3370
2020-04-22,Latvia,778,634,NA,NA,133,11,41041,1705,17
2020-04-22,Lithuania,1370,975,NA,NA,357,38,83591,6798,20
2020-04-22,New Zealand,1451,370,NA,8,1065,16,105358,6243,0
2020-04-22,Poland,10106,8168,NA,NA,1513,425,238799,14444,313
2020-04-22,Russia,57999,53066,NA,NA,4420,513,2252539,109935,5236
2020-04-22,Serbia,7114,5955,NA,3266,1025,134,48636,3281,224
2020-04-22,Slovakia,1325,1022,NA,NA,288,15,57421,4772,81
2020-04-22,South Korea,10702,2051,NA,NA,8411,240,583971,6012,8
2020-04-22,Turkey,98674,79821,NA,NA,16477,2376,750944,37535,3083
2020-04-22,Ukraine,6592,5994,NA,NA,424,174,67520,5523,467
2020-04-23,Armenia,1596,841,NA,841,728,27,16552,692,73
2020-04-23,Bangladesh,4186,3951,NA,NA,108,127,36090,3460,414
2020-04-23,Belgium,46463,4355,14218,NA,10122,7099,199662,13696,965
2020-04-23,Costa Rica,686,484,NA,13,196,6,12073,297,5
2020-04-23,Estonia,1605,1353,NA,NA,206,46,46253,1099,16
2020-04-23,Greece,2463,2069,NA,NA,269,125,59241,2249,55
2020-04-23,Italy,189973,106848,NA,25138,57576,25549,1579909,66658,2646
2020-04-23,Latvia,784,639,NA,NA,133,12,43080,2039,6
2020-04-23,Lithuania,1398,959,NA,NA,399,40,90992,7401,28
2020-04-23,New Zealand,1456,344,NA,8,1095,17,111998,6640,5
2020-04-23,Poland,10448,8255,NA,NA,1740,453,250719,11920,342
2020-04-23,Russia,62773,57327,NA,NA,4891,555,2401616,149077,4774
2020-04-23,Serbia,7276,6070,NA,3477,1067,139,51324,2688,162
2020-04-23,Slovakia,1360,988,NA,NA,355,17,61261,3840,35
2020-04-23,South Korea,10708,1967,NA,NA,8501,240,589520,5549,6
2020-04-23,Turkey,101790,80808,NA,NA,18491,2491,791906,40962,3116
2020-04-23,Ukraine,7170,6479,NA,NA,504,187,72296,4776,578
2020-04-24,Armenia,1677,846,NA,846,803,28,17342,790,81
2020-04-24,Bangladesh,4689,4446,NA,NA,112,131,39476,3386,503
2020-04-24,Belgium,47256,4195,14435,NA,10417,7246,215158,15496,793
2020-04-24,Costa Rica,687,465,NA,12,216,6,12342,269,1
2020-04-24,Estonia,1634,1360,NA,NA,228,46,47303,1050,29
2020-04-24,Greece,2490,2091,NA,NA,269,130,61407,2166,27
2020-04-24,Italy,192994,106527,NA,24241,60498,25969,1642356,62447,3021
2020-04-24,Latvia,804,525,NA,NA,267,12,45743,2663,20
2020-04-24,Lithuania,1410,940,NA,NA,430,40,98948,7956,12
2020-04-24,New Zealand,1461,325,NA,7,1118,18,118541,6543,5
2020-04-24,Poland,10829,8392,NA,NA,1944,493,265201,14482,381
2020-04-24,Russia,68622,62439,NA,NA,5568,615,2552035,150419,5849
2020-04-24,Serbia,7483,6245,NA,3164,1094,144,54887,3563,207
2020-04-24,Slovakia,1373,970,NA,NA,386,17,66089,4828,13
2020-04-24,South Korea,10718,1843,NA,NA,8635,240,595161,5641,10
2020-04-24,Turkey,104912,80575,NA,NA,21737,2600,830257,38351,3122
2020-04-24,Ukraine,7647,6853,NA,NA,601,193,77752,5456,477
2020-04-25,Armenia,1746,885,NA,885,833,28,17970,628,69
2020-04-25,Bangladesh,4998,4745,NA,NA,113,140,43113,3637,309
2020-04-25,Belgium,47643,3957,14637,NA,10785,7401,229587,14429,387
2020-04-25,Costa Rica,693,445,NA,13,242,6,12467,125,6
2020-04-25,Estonia,1643,1361,NA,NA,233,49,47906,603,9
2020-04-25,Greece,2506,2107,NA,NA,269,130,63087,1680,16
2020-04-25,Italy,195351,105847,NA,23635,63120,26384,1707743,65387,2357
2020-04-25,Latvia,812,533,NA,NA,267,12,47617,1874,8
2020-04-25,Lithuania,1426,925,NA,NA,460,41,104488,5540,16
2020-04-25,New Zealand,1470,310,NA,7,1142,18,121282,2741,9
2020-04-25,Poland,11210,8561,NA,NA,2126,523,278994,13793,381
2020-04-25,Russia,74588,67657,NA,NA,6250,681,2721531,169496,5966
2020-04-25,Serbia,7779,6476,NA,3135,1152,151,59938,5051,296
2020-04-25,Slovakia,1379,967,NA,NA,394,18,70928,4839,6
2020-04-25,South Korea,10728,1769,NA,NA,8717,242,598285,3124,10
2020-04-25,Turkey,107773,79485,NA,NA,25582,2706,868565,38308,2861
2020-04-25,Ukraine,8125,7142,NA,NA,782,201,83577,5825,478
2020-04-26,Armenia,1808,931,NA,931,848,29,18586,616,62
2020-04-26,Bangladesh,5416,5149,NA,NA,122,145,46589,3476,418
2020-04-26,Belgium,47846,3968,14764,NA,10878,7577,241606,12019,203
2020-04-26,Costa Rica,695,425,NA,16,264,6,12581,114,2
2020-04-26,Estonia,1647,1364,NA,NA,233,50,48375,469,4
2020-04-26,Greece,2517,2114,NA,NA,269,134,64608,1521,11
2020-04-26,Italy,197675,106103,NA,23381,64928,26644,1757659,49916,2324
2020-04-26,Latvia,818,538,NA,NA,267,13,49235,1618,6
2020-04-26,Lithuania,1438,930,NA,NA,467,41,106775,2287,12
2020-04-26,Poland,11554,8754,NA,NA,2265,535,290633,11639,344
2020-04-26,Russia,80949,73435,NA,NA,6767,747,2877699,156168,6361
2020-04-26,Serbia,8042,6704,NA,3044,1182,156,64303,4365,263
2020-04-26,Slovakia,1381,960,NA,NA,403,18,74099,3171,2
2020-04-26,South Korea,10738,1731,NA,NA,8764,243,601660,3375,10
2020-04-26,Turkey,110130,78185,NA,NA,29140,2805,898742,30177,2357
2020-04-26,Ukraine,8617,7568,NA,NA,840,209,89373,5796,492
2020-04-27,Armenia,1867,971,NA,971,866,30,19335,749,59
2020-04-27,Bangladesh,5913,5630,NA,NA,131,152,50401,3812,497
2020-04-27,Belgium,48590,3976,14887,NA,10943,7702,256297,14691,744
2020-04-27,Costa Rica,697,404,NA,16,287,6,12670,89,2
2020-04-27,Estonia,1657,1367,NA,NA,240,50,49483,1108,10
2020-04-27,Greece,2534,2129,NA,NA,269,136,66094,1486,17
2020-04-27,Italy,199414,105813,NA,22309,66624,26977,1789662,32003,1739
2020-04-27,Latvia,836,556,NA,NA,267,13,51561,2326,18
2020-04-27,Lithuania,1449,934,NA,NA,474,44,111809,5034,11
2020-04-27,New Zealand,1472,239,NA,9,1214,19,125414,2034,3
2020-04-27,Poland,11839,8811,NA,NA,2466,562,297859,7226,285
2020-04-27,Russia,87147,79007,NA,NA,7346,794,3019434,141735,6198
2020-04-27,Serbia,8275,6904,NA,2701,1209,162,67917,3614,233
2020-04-27,Singapore,14423,13314,NA,1451,1095,14,143919,3163,915
2020-04-27,Slovakia,1384,941,NA,NA,423,20,75866,1767,3
2020-04-27,South Korea,10752,1654,NA,NA,8854,244,608514,6854,14
2020-04-27,Turkey,112261,75570,NA,NA,33791,2900,918885,20143,2131
2020-04-27,Ukraine,9009,7925,NA,NA,864,220,93519,4146,392
2020-04-28,Armenia,1932,1002,NA,1000,900,30,20228,893,65
2020-04-28,Bangladesh,6462,6168,NA,NA,139,155,54733,4332,549
2020-04-28,Belgium,49155,3733,15061,NA,11283,7816,273061,16764,565
2020-04-28,Costa Rica,705,393,NA,16,306,6,12729,59,8
2020-04-28,Estonia,1666,1380,NA,NA,236,50,51153,1670,9
2020-04-28,Greece,2566,2159,NA,NA,269,138,69833,3739,32
2020-04-28,Italy,201505,105205,NA,21586,68941,27359,1846934,57272,2091
2020-04-28,Latvia,849,486,NA,NA,348,15,54811,3250,13
2020-04-28,New Zealand,1474,226,NA,6,1229,19,130516,5102,2
2020-04-28,Poland,12155,8904,NA,NA,2655,596,310744,12885,316
2020-04-28,Russia,93558,84235,NA,NA,8456,867,3139258,119824,6411
2020-04-28,Serbia,8497,7069,NA,2517,1260,168,73363,5446,222
2020-04-28,Slovakia,1391,885,NA,NA,484,22,81338,5472,7
2020-04-28,South Korea,10761,1593,NA,NA,8922,246,614197,5683,9
2020-04-28,Turkey,114653,72852,NA,NA,38809,2992,948115,29230,2392
2020-04-28,Ukraine,9410,8179,NA,NA,992,239,98719,5200,401
2020-04-29,Armenia,2066,1105,NA,1103,929,32,21164,936,134
2020-04-29,Bangladesh,7103,6790,NA,NA,150,163,59701,4968,641
2020-04-29,Belgium,49667,3609,15239,NA,11576,7914,292852,19791,512
2020-04-29,Costa Rica,713,384,NA,16,323,6,13117,388,8
2020-04-29,Estonia,1689,1388,NA,NA,249,52,52713,1560,23
2020-04-29,Greece,2576,2168,NA,NA,269,139,72130,2297,10
2020-04-29,Italy,203591,104657,NA,21005,71252,27682,1910761,63827,2086
2020-04-29,Latvia,858,495,NA,NA,348,15,57886,3075,9
2020-04-29,Lithuania,1375,767,NA,NA,563,45,125555,7354,31
2020-04-29,New Zealand,1476,216,NA,7,1241,19,135867,5351,2
2020-04-29,Poland,12577,8928,NA,NA,3025,624,324527,13783,422
2020-04-29,Russia,99399,88141,NA,NA,10286,972,3303717,164459,5841
2020-04-29,Serbia,8724,7259,NA,2470,1292,173,78942,5579,227
2020-04-29,Slovakia,1396,849,NA,NA,524,23,85922,4584,5
2020-04-29,South Korea,10765,1459,NA,NA,9059,247,619881,5684,4
2020-04-29,Turkey,117589,70468,NA,NA,44040,3081,991613,43498,2936
2020-04-29,Ukraine,9866,8513,NA,NA,1103,250,104544,5825,456
2020-04-30,Armenia,2148,1138,NA,1136,977,33,22216,1052,82
2020-04-30,Bangladesh,7667,7339,NA,NA,160,168,64666,4965,564
2020-04-30,Belgium,50246,3386,15391,NA,11892,7998,314335,21483,579
2020-04-30,Costa Rica,719,375,NA,16,338,6,13240,123,6
2020-04-30,Estonia,1694,1389,NA,NA,253,52,53740,1027,5
2020-04-30,Greece,2591,1077,NA,NA,1374,140,75170,3040,15
2020-04-30,Italy,205463,101551,NA,19843,75945,27967,1979217,68456,1872
2020-04-30,Latvia,870,506,NA,NA,348,16,61120,3234,12
2020-04-30,Lithuania,1385,751,NA,NA,589,45,132768,7213,10
